Date,Day,T)  Average Temperature (°C),TM)  Maximum temperature (°C),Tm Minimum temperature (°C),SLP) Atmospheric pressure at sea level (hPa),H) Average relative humidity (%),VV) Average visibility (Km),V) Average wind speed (Km/h),VM) Maximum sustained wind speed (Km/h),PM 2.5 ( Air Quality Index)
30/03/2020,Monday,32.6,40.7,26,996.9,59,2.6,11.9,29.4,32.95833333
31/03/2020,Tuesday,34.7,38,30.5,995.4,55,2.4,10.4,18.3,40.83333333
1/4/2020,Wednesday,35.6,40,30,1000.7,57,3.1,9.4,25.9,90.70833333
2/4/2020,Thursday,31.1,40.1,26,999.8,74,2.4,7.6,14.8,97.29166667
3/4/2020,Friday,32.9,38.6,27,999.7,64,2.4,8.9,16.5,79.83333333
4/4/2020,Saturday,35.5,39.9,31.2,999.7,60,2.4,9.8,18.3,40.375
5/4/2020,Sunday,34.9,39.6,29.6,999.6,61,2.4,7.8,14.8,49.41666667
6/4/2020,Monday,34.4,39.4,26,998.3,63,2.3,8,14.8,43.66666667
7/4/2020,Tuesday,32.2,39.8,25.4,995.4,73,2.3,8.3,14.8,0
8/4/2020,Wednesday,28.4,36.6,24.4,998.1,82,2.4,5.2,9.4,29.66666667
9/4/2020,Thursday,29.6,32,25.7,997.6,80,2.3,2,7.6,47.75
10/4/2020,Friday,33.6,36.7,28.8,996.7,66,5.8,5.9,11.1,43.66666667
11/4/2020,Saturday,30.7,36.9,28.8,996.8,78,2.3,5.4,27.8,29.83333333
12/4/2020,Sunday,33.3,37,27.8,996.2,68,2.6,6.7,11.1,29.66666667
13/04/2020,Monday,31.1,34.2,27.8,997.8,78,2.6,6.9,24.1,37.625
14/04/2020,Tuesday,30.4,35.4,26.7,997.8,82,2.1,5.2,14.8,41.45833333
15/04/2020,Wednesday,31,35.2,26,997.9,80,2.4,7.2,18.3,53.125
16/04/2020,Thursday,32.4,35.2,26.2,999,72,2.9,13.5,25.9,36
17/04/2020,Friday,34.1,37,28.5,998.5,63,3.2,13,22.2,70.58333333
18/04/2020,Saturday,34.1,37.2,29,998.4,61,2.6,11.5,22.2,52.45833333
19/04/2020,Sunday,31.9,35,28.3,1001.3,72,2.1,2.8,9.4,38.25
20/04/2020,Monday,30.3,35,27.6,1002.6,83,2.3,6.5,16.5,26.58333333
21/04/2020,Tuesday,28.3,35.8,26.8,1003.9,89,1.6,4.3,11.1,57.58333333
22/04/2020,Wednesday,29.2,31,26,1000,85,1.8,4.6,13,41.375
23/04/2020,Thursday,29.1,32.6,26.4,998.6,85,1.8,5.9,13,25.54166667
24/04/2020,Friday,30.9,35,26,997.4,73,2.6,6.5,11.1,28.375
25/04/2020,Saturday,32.6,36,26.2,997.8,66,3.4,5.6,9.4,40.33333333
26/04/2020,Sunday,33.3,36,26.4,999.7,67,3.2,7.8,18.3,35.375
27/04/2020,Monday,33.4,36.5,28.6,999.9,66,2.9,9.8,16.5,31.91666667
28/04/2020,Tuesday,31.2,36.7,28,997.8,75,2.7,9.1,14.8,36.79166667
29/04/2020,Wednesday,29.9,34,25.5,1000.2,80,1.4,3.3,11.1,26.83333333
30/04/2020,Thursday,29,33.7,26,999.1,85,2.1,6.5,22.2,21.125
1/5/2020,Friday,31.3,34.5,27,997.6,71,3.2,12.2,22.2,18
2/5/2020,Saturday,31.7,34,26.4,999,71,2.6,2,11.1,43.58333333
3/5/2020,Sunday,32.6,36,27.6,999.6,70,2.7,10.6,20.6,46.04166667
4/5/2020,Monday,31.2,35.9,26.1,1000.4,71,3.2,8.7,18.3,28.75
5/5/2020,Tuesday,31,35,26.8,1004.1,76,2.6,6.1,14.8,64.91666667
6/5/2020,Wednesday,30.8,35.2,26.8,1005,76,2.7,3.7,18.3,30.66666667
7/5/2020,Thursday,27.3,33.3,24,1002.4,89,2.1,7.8,27.8,33.16666667
8/5/2020,Friday,27.8,31,25.2,1001.3,88,2.4,4.6,7.6,30.625
9/5/2020,Saturday,30.7,34,25.5,1000.1,73,2.6,13.7,22.2,30.33333333
10/5/2020,Sunday,30.7,34,25,1000.5,65,3.4,12,27.8,31.75
11/5/2020,Monday,31.1,35,25,1003.1,64,3.2,10.4,18.3,0
12/5/2020,Tuesday,31.3,35,26,1004.6,63,3.2,11.5,18.3,0
13/05/2020,Wednesday,31.4,36,26.7,1006.7,65,3.1,8.3,13,83.45833333
14/05/2020,Thursday,30.4,35.6,25.7,1006.5,72,2.9,4.3,14.8,71.66666667
15/05/2020,Friday,31.7,37.1,26,1003.2,63,2.9,1.7,5.4,62.375
16/05/2020,Saturday,32.5,37.2,25.3,1003,59,3.1,1.7,7.6,24.875
17/05/2020,Sunday,32.6,37.4,27,1005.8,63,2.6,6.3,13,37.33333333
18/05/2020,Monday,30.7,34.8,25.6,1004.5,66,2.6,3.3,11.1,41.5
19/05/2020,Tuesday,31.4,35.2,26,1005.8,62,3.1,2,7.6,48.91666667
20/05/2020,Wednesday,31.9,36,26.5,1007.2,66,2.3,2.4,7.6,26.66666667
21/05/2020,Thursday,32.4,36.4,27.5,1007.8,65,3.1,3.5,11.1,29
22/05/2020,Friday,30.3,35,24.7,1007.3,62,2.3,7.6,18.3,60.54166667
23/05/2020,Saturday,29.9,35,23,1006.3,60,2.6,6.7,24.1,41.58333333
24/05/2020,Sunday,30,36,22.5,1004.9,63,2.6,3,7.6,50.91666667
25/05/2020,Monday,28.6,35,19.8,1008.2,49,3.7,11.5,22.2,82.83333333
26/05/2020,Tuesday,28.3,35.2,19,1009.4,53,3.4,9.1,35.9,95.25
27/05/2020,Wednesday,26.8,35.2,17.5,1010.4,57,2.6,5.7,13,115.8333333
28/05/2020,Thursday,27.6,35,17.6,1007.6,53,3.1,5.9,13,136.7083333
29/05/2020,Friday,27.7,35,18.6,1006.9,52,3.1,7.8,28.7,160.6666667
30/05/2020,Saturday,27.3,35,19,1007.8,55,3.2,7.2,27.8,173.5833333
31/05/2020,Sunday,27.2,34.5,19.5,1009,58,3.1,11.1,25.9,261.6666667
1/6/2020,Monday,26.4,33,18.4,1012.4,60,2.6,4.6,14.8,272.4166667
2/6/2020,Tuesday,25.4,33.4,16.5,1014.3,62,1.6,5,14.8,226.2916667
3/6/2020,Wednesday,23.7,31.7,15.5,1017.7,69,1,1.3,5.4,99.70833333
4/6/2020,Thursday,23.4,31.1,14.2,1016,60,1.1,3,7.6,217.375
5/6/2020,Friday,22.6,30.6,15.8,1015.4,69,0.5,1.1,5.4,309.375
6/6/2020,Saturday,23.9,32,14.5,1015.6,63,1,2,5.4,166.9166667
7/6/2020,Sunday,23.2,30.2,14,1012.6,55,1.1,7.4,18.3,278
8/6/2020,Monday,22.5,29.5,15.6,1013.3,56,1.1,11.7,22.2,192.3333333
9/6/2020,Tuesday,21.7,30,12.2,1014.5,52,1.1,6.3,16.5,235.3333333
10/6/2020,Wednesday,22.2,30.2,13.6,1015.6,63,1.6,1.5,3.5,221.5416667
11/6/2020,Thursday,20.8,29.3,12.1,1016.7,58,1.8,3.5,9.4,210.5416667
12/6/2020,Friday,20.7,28.8,10.6,1017.8,56,1.8,6.1,16.5,251.2083333
13/06/2020,Saturday,20.8,29,10.5,1013.9,61,1.8,2.6,7.6,194.7083333
14/06/2020,Sunday,22,31,10.7,1013.2,56,1.8,2.4,14.8,250.875
15/06/2020,Monday,21.4,30.6,10.8,1011.9,54,2.6,7.8,18.3,274.875
16/06/2020,Tuesday,24.2,31,16.5,1013,36,2.9,13.9,22.2,160
17/06/2020,Wednesday,22.7,30.8,13.6,1012,38,3.4,11.9,20.6,217.9166667
18/06/2020,Thursday,21.4,29.6,12.7,1013.7,40,2.6,8,20.6,184.2083333
19/06/2020,Friday,19.2,25.9,11.9,1017,84,0.8,2.6,9.4,176.375
20/06/2020,Saturday,18.9,25.8,11.5,1017.9,77,0.6,5,13,185.9583333
21/06/2020,Sunday,19.3,27,11.7,1019.6,57,1.8,5.2,11.1,195.375
22/06/2020,Monday,17.8,24.8,11.2,1017,74,0.6,0.7,7.6,365.2916667
23/06/2020,Tuesday,15.8,24.3,8.7,1015.8,77,0.8,1.7,7.6,312.2083333
24/06/2020,Wednesday,18.2,27,7.7,1013.7,72,0.6,1.1,7.6,237.625
25/06/2020,Thursday,19,27.1,10.5,1015.1,61,1.6,3.3,9.4,202.875
26/06/2020,Friday,18,26.6,10.5,1017.1,61,1.9,8,14.8,260.1666667
27/06/2020,Saturday,17.2,24.2,10,1017.2,58,1.6,9.3,22.2,403.9583333
28/06/2020,Sunday,16.3,23,6.6,1016.9,61,1,9.4,20.6,284.1666667
29/06/2020,Monday,18.1,24,11.2,1015.4,56,1.8,15.9,25.9,288.4166667
30/06/2020,Tuesday,17.8,25,10.7,1015.8,54,2.3,9.4,22.2,256.8333333
1/7/2020,Wednesday,13.9,24.5,11.4,1015,95,0.6,8.7,14.8,169
2/7/2020,Thursday,16.3,23,9.8,1016.9,78,1.1,7.4,16.5,186.0416667
3/7/2020,Friday,16.3,23.4,9,1017.3,68,1.3,7.8,18.3,185.5833333
4/7/2020,Saturday,16.9,25.1,6.6,1021.3,65,1.1,2,7.6,284.7958333
5/7/2020,Sunday,15.5,24.1,7.7,1021,71,1.1,3.5,11.1,219.7208333
6/7/2020,Monday,14.9,22.8,8,1018.4,73,1.1,5.9,13,182.1875
7/7/2020,Tuesday,18.3,24.7,11.5,1018.1,85,0.5,1.1,7.6,154.0375
8/7/2020,Wednesday,16.5,24.7,12,1017.4,82,0.6,8,13,223.2083333
9/7/2020,Thursday,16.6,22.2,10.2,1015.4,65,1.8,10,20.6,200.6458333
10/7/2020,Friday,18.2,25.1,12,1014.4,77,0.6,5,11.1,285.225
11/7/2020,Saturday,15.6,23.2,10.9,1015.6,82,0.6,4.3,9.4,236.825
12/7/2020,Sunday,13,19,9.6,1016.9,85,0.8,10.7,16.5,276.9083333
13/07/2020,Monday,12.3,19,8.9,1015.8,91,0.5,4.6,9.4,108
14/07/2020,Tuesday,11.9,15.7,7.5,1018.9,86,0.8,6.1,11.1,107.625
15/07/2020,Wednesday,12,17,6.7,1019.8,75,1.3,7.6,13,125.8916667
16/07/2020,Thursday,11.7,18,6.4,1017.3,76,0.8,4.4,13,181.0125
17/07/2020,Friday,14.6,21,6.8,1015.6,81,0.6,2.4,7.6,152.5541667
18/07/2020,Saturday,17.7,24,9,1014.5,69,1.4,4.4,9.4,152.3208333
19/07/2020,Sunday,17.4,27.2,12.2,1016.4,79,1.1,7.8,18.3,319.7375
20/07/2020,Monday,15.9,22.4,8.4,1017.6,66,2.4,7.2,16.5,332.7083333
21/07/2020,Tuesday,15.2,22.6,6.6,1018.2,56,1.9,8.9,22.2,279.6
22/07/2020,Wednesday,12.7,19.5,8,1017.6,69,1.3,8.3,18.3,179.1166667
23/07/2020,Thursday,15.6,24.6,10.7,1015.7,81,1.3,2.8,9.4,54.79166667
24/07/2020,Friday,17.1,23.2,9,1017.1,69,1.8,5.9,11.1,93.375
25/07/2020,Saturday,17.6,24,10.1,1014.8,67,1.4,5.9,14.8,103
26/07/2020,Sunday,17.2,26,11.5,1014.7,65,2.3,5.7,14.8,132.2083333
27/07/2020,Monday,17.7,24.4,9.7,1017,64,2.1,8,18.3,127.7083333
28/07/2020,Tuesday,17.4,24.4,10.1,1018.9,61,2.3,6.1,11.1,109.3333333
29/07/2020,Wednesday,23.1,30,15.6,1014.9,71,1.4,4.1,9.4,56.45833333
30/07/2020,Thursday,23.7,29.8,18.7,1014,75,1.4,11.1,18.3,135.8333333
31/07/2020,Friday,20.9,27.8,15.8,1014.4,62,2.6,17.2,27.8,122.5
1/8/2020,Saturday,22.6,30.3,11.5,1015.4,57,2.4,5.4,11.1,69.66666667
2/8/2020,Sunday,22.7,30.4,12.8,1017.7,56,2.6,2.4,7.6,79.83333333
3/8/2020,Monday,22.7,30.6,13,1018.4,58,2.4,3.3,7.6,62.70833333
4/8/2020,Tuesday,25,31,15,1015.7,59,1.9,1.7,5.4,1.916666667
5/8/2020,Wednesday,24.9,32.4,15.2,1015,57,1.9,1.7,9.4,1.833333333
6/8/2020,Thursday,26.8,33.4,15.7,1014.5,52,2.4,4.6,9.4,1.791666667
7/8/2020,Friday,23.7,29.1,15.8,1011.9,67,2.1,5.2,11.1,117.5833333
8/8/2020,Saturday,23.4,29.1,17,1011.4,63,2.1,6.7,16.5,122.7083333
9/8/2020,Sunday,24.3,29,15.6,1011.7,56,1.9,10,18.3,76.54166667
10/8/2020,Monday,24.3,31,16.8,1010.8,66,3.4,6.9,14.8,59.20833333
11/8/2020,Tuesday,22.4,29.5,17.1,1014.1,68,3.4,6.3,16.5,77.20833333
12/8/2020,Wednesday,24.1,29.2,14.5,1014.4,59,2.4,8.5,18.3,87.83333333
13/08/2020,Thursday,26.8,33,19,1008.8,61,2.3,3.5,11.1,123.7083333
14/08/2020,Friday,27.1,33,19,1009.9,61,2.6,2.8,13,64.79166667
15/08/2020,Saturday,26.5,32.8,19.5,1010.5,45,2.9,12.2,25.9,62.875
16/08/2020,Sunday,29.8,36.2,18.2,1012.7,52,2.4,3.3,7.6,52.04166667
17/08/2020,Monday,24.7,36.6,19.7,1012.8,66,2.4,9.4,14.8,128.3333333
18/08/2020,Tuesday,26.2,32,19.5,1012.5,56,3.1,9.1,14.8,87.58333333
19/08/2020,Wednesday,29.9,37,19.5,1008.3,39,2.7,4.4,9.4,23.20833333
20/08/2020,Thursday,30.4,37.5,21.6,1006.3,41,2.6,12,27.8,15.16666667
21/08/2020,Friday,32.3,39,21.5,1007.3,39,3.4,5.4,13,21.25
22/08/2020,Saturday,33.4,39.1,24.8,1008,47,2.1,2.6,7.6,25.75
23/08/2020,Sunday,29.5,36.9,21.5,1007.2,41,2.3,11.3,16.5,105.3333333
24/08/2020,Monday,29.3,36,18.8,1008.8,37,3.2,4.8,11.1,117.75
25/08/2020,Tuesday,30.9,37,19,1008.9,33,2.6,6.9,14.8,20.79166667
26/08/2020,Wednesday,31.6,38,23.2,1002.6,30,3.1,18.7,35.2,46.91666667
27/08/2020,Thursday,33.1,39,24,1003,26,2.6,10.4,24.1,104.625
28/08/2020,Friday,33.6,40,23,1003.8,27,2.4,9.8,18.3,109.625
29/08/2020,Saturday,34,40.6,26.3,1005.5,29,2.6,13.9,22.2,0
30/08/2020,Sunday,33.9,39.6,25.8,1002.7,28,2.7,15.7,29.4,30.875
31/08/2020,Monday,33.3,39.4,24.8,1000.7,28,3.1,8.3,18.3,75.58333333
1/9/2020,Tuesday,33.4,40,21.2,1006.3,27,2.6,3.7,14.8,0
2/9/2020,Wednesday,33.2,40.3,22.2,1005.1,29,2.3,5,14.8,0
3/9/2020,Thursday,34,40.7,22.2,1004.6,24,2.4,11.9,22.2,0
4/9/2020,Friday,34.7,41.5,22,1001.7,24,2.3,8.5,16.5,142.5
5/9/2020,Saturday,38,44,23.8,1001.1,20,2.6,9.6,29.4,133.375
6/9/2020,Sunday,35.4,44,28,1003.2,35,2.7,6.5,18.3,102.4166667
7/9/2020,Monday,33.2,38,25,1004.6,41,2.7,4.6,9.4,158.2916667
8/9/2020,Tuesday,35.1,39.2,25.3,1005.1,40,2.4,7.2,11.1,149.5833333
9/9/2020,Wednesday,33.8,39.8,27.6,1005.5,44,2.4,9.8,16.5,107.2916667
10/9/2020,Thursday,37.1,42,27.5,1000.7,30,2.9,8.3,18.3,106.5
11/9/2020,Friday,36.5,43,27,1001.8,35,2.6,4.1,22.2,128.125
12/9/2020,Saturday,37.3,42.4,27.4,1002.4,32,2.6,4.8,14.8,108
13/09/2020,Sunday,37.3,43.7,28.6,997.4,44,2.6,9.4,22.2,98.41666667
14/09/2020,Monday,37.3,42.8,31.2,996.2,49,2.6,8.3,14.8,94.375
15/09/2020,Tuesday,36.2,41.5,30.7,995.3,50,2.9,10.9,18.3,118.5
16/09/2020,Wednesday,32.9,39,27.4,996.6,50,2.4,9.4,27.8,110.4166667
17/09/2020,Thursday,34.6,39,26,998.4,49,2.4,6.7,16.5,95.83333333
18/09/2020,Friday,37.4,41,30.6,998.8,31,1.9,14.1,27.8,93.5
19/09/2020,Saturday,32.7,37.5,24.7,1002.3,55,2.4,7.4,18.3,38.66666667
20/09/2020,Sunday,36,40,26.6,1001.7,46,3.1,9.1,22.2,45.375
21/09/2020,Monday,37.7,42,30.7,1000.9,37,2.6,11.9,22.2,65.16666667
22/09/2020,Tuesday,37.6,43,28.7,1001.2,42,2.4,2.8,11.1,67.08333333
23/09/2020,Wednesday,34.6,40.3,28.7,1001.1,51,2.7,10.2,25.9,77.66666667
24/09/2020,Thursday,35.9,41,28.6,998.6,50,2.6,8.5,18.3,70.25
25/09/2020,Friday,35.7,41.2,30,997.6,48,2.3,9.3,27.8,75.125
26/09/2020,Saturday,36,41,27.6,997.7,46,2.4,12.8,25.9,77
27/09/2020,Sunday,32.6,40.7,26,996.9,59,2.6,11.9,29.4,32.95833333
28/09/2020,Monday,34.7,38,30.5,995.4,55,2.4,10.4,18.3,40.83333333
29/09/2020,Tuesday,35.6,40,30,1000.7,57,3.1,9.4,25.9,90.70833333
30/09/2020,Wednesday,31.1,40.1,26,999.8,74,2.4,7.6,14.8,97.29166667
1/10/2020,Thursday,32.9,38.6,27,999.7,64,2.4,8.9,16.5,79.83333333
2/10/2020,Friday,35.5,39.9,31.2,999.7,60,2.4,9.8,18.3,40.375
3/10/2020,Saturday,34.9,39.6,29.6,999.6,61,2.4,7.8,14.8,49.41666667
4/10/2020,Sunday,34.4,39.4,26,998.3,63,2.3,8,14.8,43.66666667
5/10/2020,Monday,32.2,39.8,25.4,995.4,73,2.3,8.3,14.8,0
6/10/2020,Tuesday,28.4,36.6,24.4,998.1,82,2.4,5.2,9.4,29.66666667
7/10/2020,Wednesday,29.6,32,25.7,997.6,80,2.3,2,7.6,47.75
8/10/2020,Thursday,33.6,36.7,28.8,996.7,66,5.8,5.9,11.1,43.66666667
9/10/2020,Friday,30.7,36.9,28.8,996.8,78,2.3,5.4,27.8,29.83333333
10/10/2020,Saturday,33.3,37,27.8,996.2,68,2.6,6.7,11.1,29.66666667
11/10/2020,Sunday,31.1,34.2,27.8,997.8,78,2.6,6.9,24.1,37.625
12/10/2020,Monday,30.4,35.4,26.7,997.8,82,2.1,5.2,14.8,41.45833333
13/10/2020,Tuesday,31,35.2,26,997.9,80,2.4,7.2,18.3,53.125
14/10/2020,Wednesday,32.4,35.2,26.2,999,72,2.9,13.5,25.9,36
15/10/2020,Thursday,34.1,37,28.5,998.5,63,3.2,13,22.2,70.58333333
16/10/2020,Friday,34.1,37.2,29,998.4,61,2.6,11.5,22.2,52.45833333
17/10/2020,Saturday,31.9,35,28.3,1001.3,72,2.1,2.8,9.4,38.25
18/10/2020,Sunday,30.3,35,27.6,1002.6,83,2.3,6.5,16.5,26.58333333
19/10/2020,Monday,28.3,35.8,26.8,1003.9,89,1.6,4.3,11.1,57.58333333
20/10/2020,Tuesday,29.2,31,26,1000,85,1.8,4.6,13,41.375
21/10/2020,Wednesday,29.1,32.6,26.4,998.6,85,1.8,5.9,13,25.54166667
22/10/2020,Thursday,30.9,35,26,997.4,73,2.6,6.5,11.1,28.375
23/10/2020,Friday,32.6,36,26.2,997.8,66,3.4,5.6,9.4,40.33333333
24/10/2020,Saturday,33.3,36,26.4,999.7,67,3.2,7.8,18.3,35.375
25/10/2020,Sunday,33.4,36.5,28.6,999.9,66,2.9,9.8,16.5,31.91666667
26/10/2020,Monday,31.2,36.7,28,997.8,75,2.7,9.1,14.8,36.79166667
27/10/2020,Tuesday,29.9,34,25.5,1000.2,80,1.4,3.3,11.1,26.83333333
28/10/2020,Wednesday,29,33.7,26,999.1,85,2.1,6.5,22.2,21.125
29/10/2020,Thursday,31.3,34.5,27,997.6,71,3.2,12.2,22.2,18
30/10/2020,Friday,31.7,34,26.4,999,71,2.6,2,11.1,43.58333333
31/10/2020,Saturday,32.6,36,27.6,999.6,70,2.7,10.6,20.6,46.04166667
1/11/2020,Sunday,31.2,35.9,26.1,1000.4,71,3.2,8.7,18.3,28.75
2/11/2020,Monday,31,35,26.8,1004.1,76,2.6,6.1,14.8,64.91666667
3/11/2020,Tuesday,30.8,35.2,26.8,1005,76,2.7,3.7,18.3,30.66666667
4/11/2020,Wednesday,27.3,33.3,24,1002.4,89,2.1,7.8,27.8,33.16666667
5/11/2020,Thursday,27.8,31,25.2,1001.3,88,2.4,4.6,7.6,30.625
6/11/2020,Friday,30.7,34,25.5,1000.1,73,2.6,13.7,22.2,30.33333333
7/11/2020,Saturday,30.7,34,25,1000.5,65,3.4,12,27.8,31.75
8/11/2020,Sunday,31.1,35,25,1003.1,64,3.2,10.4,18.3,0
9/11/2020,Monday,31.3,35,26,1004.6,63,3.2,11.5,18.3,0
10/11/2020,Tuesday,31.4,36,26.7,1006.7,65,3.1,8.3,13,83.45833333
11/11/2020,Wednesday,30.4,35.6,25.7,1006.5,72,2.9,4.3,14.8,71.66666667
12/11/2020,Thursday,31.7,37.1,26,1003.2,63,2.9,1.7,5.4,62.375
13/11/2020,Friday,32.5,37.2,25.3,1003,59,3.1,1.7,7.6,24.875
14/11/2020,Saturday,32.6,37.4,27,1005.8,63,2.6,6.3,13,37.33333333
15/11/2020,Sunday,30.7,34.8,25.6,1004.5,66,2.6,3.3,11.1,41.5
16/11/2020,Monday,31.4,35.2,26,1005.8,62,3.1,2,7.6,48.91666667
17/11/2020,Tuesday,31.9,36,26.5,1007.2,66,2.3,2.4,7.6,26.66666667
18/11/2020,Wednesday,32.4,36.4,27.5,1007.8,65,3.1,3.5,11.1,29
19/11/2020,Thursday,30.3,35,24.7,1007.3,62,2.3,7.6,18.3,60.54166667
20/11/2020,Friday,29.9,35,23,1006.3,60,2.6,6.7,24.1,41.58333333
21/11/2020,Saturday,30,36,22.5,1004.9,63,2.6,3,7.6,50.91666667
22/11/2020,Sunday,28.6,35,19.8,1008.2,49,3.7,11.5,22.2,82.83333333
23/11/2020,Monday,28.3,35.2,19,1009.4,53,3.4,9.1,35.9,95.25
24/11/2020,Tuesday,26.8,35.2,17.5,1010.4,57,2.6,5.7,13,115.8333333
25/11/2020,Wednesday,27.6,35,17.6,1007.6,53,3.1,5.9,13,136.7083333
26/11/2020,Thursday,27.7,35,18.6,1006.9,52,3.1,7.8,28.7,160.6666667
27/11/2020,Friday,27.3,35,19,1007.8,55,3.2,7.2,27.8,173.5833333
28/11/2020,Saturday,27.2,34.5,19.5,1009,58,3.1,11.1,25.9,261.6666667
29/11/2020,Sunday,26.4,33,18.4,1012.4,60,2.6,4.6,14.8,272.4166667
30/11/2020,Monday,25.4,33.4,16.5,1014.3,62,1.6,5,14.8,226.2916667
1/12/2020,Tuesday,23.7,31.7,15.5,1017.7,69,1,1.3,5.4,99.70833333
2/12/2020,Wednesday,23.4,31.1,14.2,1016,60,1.1,3,7.6,217.375
3/12/2020,Thursday,22.6,30.6,15.8,1015.4,69,0.5,1.1,5.4,309.375
4/12/2020,Friday,23.9,32,14.5,1015.6,63,1,2,5.4,166.9166667
5/12/2020,Saturday,23.2,30.2,14,1012.6,55,1.1,7.4,18.3,278
6/12/2020,Sunday,22.5,29.5,15.6,1013.3,56,1.1,11.7,22.2,192.3333333
7/12/2020,Monday,21.7,30,12.2,1014.5,52,1.1,6.3,16.5,235.3333333
8/12/2020,Tuesday,22.2,30.2,13.6,1015.6,63,1.6,1.5,3.5,221.5416667
9/12/2020,Wednesday,20.8,29.3,12.1,1016.7,58,1.8,3.5,9.4,210.5416667
10/12/2020,Thursday,20.7,28.8,10.6,1017.8,56,1.8,6.1,16.5,251.2083333
11/12/2020,Friday,20.8,29,10.5,1013.9,61,1.8,2.6,7.6,194.7083333
12/12/2020,Saturday,22,31,10.7,1013.2,56,1.8,2.4,14.8,250.875
13/12/2020,Sunday,21.4,30.6,10.8,1011.9,54,2.6,7.8,18.3,274.875
14/12/2020,Monday,24.2,31,16.5,1013,36,2.9,13.9,22.2,160
15/12/2020,Tuesday,22.7,30.8,13.6,1012,38,3.4,11.9,20.6,217.9166667
16/12/2020,Wednesday,21.4,29.6,12.7,1013.7,40,2.6,8,20.6,184.2083333
17/12/2020,Thursday,19.2,25.9,11.9,1017,84,0.8,2.6,9.4,176.375
18/12/2020,Friday,18.9,25.8,11.5,1017.9,77,0.6,5,13,185.9583333
19/12/2020,Saturday,19.3,27,11.7,1019.6,57,1.8,5.2,11.1,195.375
20/12/2020,Sunday,17.8,24.8,11.2,1017,74,0.6,0.7,7.6,365.2916667
21/12/2020,Monday,15.8,24.3,8.7,1015.8,77,0.8,1.7,7.6,312.2083333
22/12/2020,Tuesday,18.2,27,7.7,1013.7,72,0.6,1.1,7.6,237.625
23/12/2020,Wednesday,19,27.1,10.5,1015.1,61,1.6,3.3,9.4,202.875
24/12/2020,Thursday,18,26.6,10.5,1017.1,61,1.9,8,14.8,260.1666667
25/12/2020,Friday,17.2,24.2,10,1017.2,58,1.6,9.3,22.2,403.9583333
26/12/2020,Saturday,16.3,23,6.6,1016.9,61,1,9.4,20.6,284.1666667
27/12/2020,Sunday,18.1,24,11.2,1015.4,56,1.8,15.9,25.9,288.4166667
28/12/2020,Monday,17.8,25,10.7,1015.8,54,2.3,9.4,22.2,256.8333333
29/12/2020,Tuesday,13.9,24.5,11.4,1015,95,0.6,8.7,14.8,169
30/12/2020,Wednesday,16.3,23,9.8,1016.9,78,1.1,7.4,16.5,186.0416667
31/12/2020,Thursday,16.3,23.4,9,1017.3,68,1.3,7.8,18.3,185.5833333
